헤비보우건,카무라걸중노,350,0,4 1 0,없음중,조금 빠름,LV1 통상탄장전: 6(매우 빠름)반동: 소LV2 통상탄장전: 6(매우 빠름)반동: 소LV3 통상탄장전: 6(매우 빠름)반동: 소LV1 관통탄장전: 5(매우 빠름)반동: 소LV2 관통탄장전: 5(빠름)반동: 대LV3 관통탄장전: 5(빠름)반동: 대LV1 산탄장전: 2(매우 빠름)반동: 소LV2 산탄장전: 2(매우 빠름)반동: 중LV1 방산탄장전: 2(매우 빠름)반동: 소LV2 방산탄장전: 2(매우 빠름)반동: 중LV1 철갑유탄장전: 2(빠름)반동: 대LV1 확산탄장전: 1(느림)반동: 특대LV1 회복탄장전: 2(매우 빠름)반동: 중화염탄장전: 4(매우 빠름)반동: 소참렬탄장전: 1(빠름)반동: 대용격탄장전: 1(빠름)단발자동장전포획용마취탄장전: 2(매우 빠름)반동: 중저격 용탄확산탄: 곡사형,10
헤비보우건,욕동의 토데스,350,0,4 0 0,없음중,보통,LV1 통상탄장전: 7(매우 빠름)반동: 소LV2 통상탄장전: 6(매우 빠름)반동: 소LV2 관통탄장전: 7(빠름)반동: 대LV3 관통탄장전: 6(빠름)반동: 대LV1 산탄장전: 5(매우 빠름)반동: 소LV2 산탄장전: 3(빠름)반동: 중LV1 방산탄장전: 5(매우 빠름)반동: 소LV2 방산탄장전: 3(빠름)반동: 중귀인탄장전: 2(느림)반동: 중경화탄장전: 2(느림)반동: 중관통멸룡탄장전: 2(매우 느림)반동: 특대참렬탄장전: 2(느림)반동: 특대용격탄장전: 1(느림)반동: 용격포획용마취탄장전: 2(매우 빠름)반동: 중저격 용탄,10
헤비보우건,굉포[대호두]+,370,-10,1 0 0,우/대중,조금 느림,LV1 통상탄장전: 9(매우 빠름)반동: 소LV2 통상탄장전: 8(빠름)반동: 소LV3 통상탄장전: 7(빠름)반동: 소LV3 관통탄장전: 5(느림)반동: 대LV3 산탄장전: 5(느림)반동: 대LV3 방산탄장전: 5(느림)반동: 대LV1 철갑유탄장전: 4(느림)반동: 대LV2 철갑유탄장전: 4(느림)반동: 특대LV3 철갑유탄장전: 2(매우 느림)반동: 특대LV1 확산탄장전: 3(매우 느림)반동: 특대LV2 확산탄장전: 3(매우 느림)반동: 특대LV3 확산탄장전: 3(매우 느림)반동: 특대LV1 회복탄장전: 2(빠름)반동: 중귀인탄장전: 2(느림)반동: 중빙결탄장전: 2(빠름)반동: 소멸룡탄장전: 2(매우 느림)반동: 대용격탄장전: 1(느림)반동: 용격포획용마취탄장전: 2(빠름)반동: 중기관 용탄확산탄: 곡사형,10
헤비보우건,멧부리 산수당차포+,350,10,1 0 0,없음약소,조금 빠름,LV1 통상탄장전: 6(매우 빠름)반동: 소LV2 통상탄장전: 6(매우 빠름)반동: 소LV1 관통탄장전: 7(매우 빠름)반동: 소LV2 관통탄장전: 7(빠름)반동: 중LV3 관통탄장전: 5(빠름)반동: 중LV1 철갑유탄장전: 1(빠름)반동: 중LV1 멸기탄장전: 3(빠름)반동: 중LV2 멸기탄장전: 2(빠름)반동: 대LV1 회복탄장전: 2(매우 빠름)반동: 소LV2 회복탄장전: 1(빠름)반동: 대수냉탄장전: 6(매우 빠름)반동: 소관통수냉탄장전: 3(빠름)반동: 소참렬탄장전: 2(빠름)반동: 대포획용마취탄장전: 2(매우 빠름)반동: 소저격 용탄,10
헤비보우건,진와식-뒤집기+,380,0,2 0 0,우/소대,조금 느림,LV1 통상탄장전: 7(매우 빠름)반동: 소LV2 통상탄장전: 5(빠름)반동: 중LV1 산탄장전: 7(빠름)반동: 중LV2 산탄장전: 6(빠름)반동: 대LV3 산탄장전: 6(느림)반동: 대LV1 방산탄장전: 7(빠름)반동: 중LV2 방산탄장전: 6(빠름)반동: 대LV1 철갑유탄장전: 3(느림)반동: 대LV2 철갑유탄장전: 2(느림)반동: 특대LV1 확산탄장전: 3(매우 느림)반동: 특대LV2 확산탄장전: 3(매우 느림)반동: 특대LV3 확산탄장전: 3(매우 느림)반동: 특대LV1 멸기탄장전: 3(느림)반동: 대LV2 멸기탄장전: 1(느림)단발자동장전LV1 회복탄장전: 2(빠름)반동: 대수냉탄장전: 4(빠름)반동: 중관통수냉탄장전: 1(느림)반동: 대포획용마취탄장전: 2(빠름)반동: 대기관 용탄확산탄: 곡사형방어+20,10
헤비보우건,비룡포[희격]+,370,0,0 0 0,없음중,조금 느림,LV1 통상탄장전: 9(매우 빠름)반동: 소LV2 통상탄장전: 9(빠름)반동: 소LV3 통상탄장전: 6(빠름)반동: 소LV1 관통탄장전: 2(빠름)반동: 소LV2 관통탄장전: 3(느림)반동: 대LV1 산탄장전: 7(빠름)반동: 소LV2 산탄장전: 5(빠름)반동: 중LV3 산탄장전: 4(느림)반동: 대LV1 방산탄장전: 8(빠름)반동: 소LV2 방산탄장전: 5(빠름)반동: 중LV1 확산탄장전: 1(매우 느림)반동: 특대LV2 확산탄장전: 1(매우 느림)단발자동장전LV1 독탄장전: 3(느림)반동: 대LV2 독탄장전: 2(매우 느림)반동: 특대LV1 회복탄장전: 2(빠름)반동: 중화염탄장전: 4(빠름)반동: 소관통화염탄장전: 2(느림)반동: 중참렬탄장전: 2(느림)반동: 특대포획용마취탄장전: 2(빠름)반동: 중저격 용탄확산탄: 곡사형,10
헤비보우건,로젠프리마,360,10,0 0 0,좌우/대극소,조금 느림,LV1 통상탄장전: 8(매우 빠름)반동: 소LV2 통상탄장전: 8(빠름)반동: 소LV3 통상탄장전: 6(빠름)반동: 소LV2 관통탄장전: 5(느림)반동: 소LV3 관통탄장전: 6(느림)반동: 소LV2 산탄장전: 5(빠름)반동: 소LV3 산탄장전: 6(느림)반동: 소LV2 방산탄장전: 5(빠름)반동: 소LV3 방산탄장전: 6(느림)반동: 소LV1 독탄장전: 4(느림)반동: 중LV2 독탄장전: 3(매우 느림)반동: 대LV1 마비탄장전: 3(느림)반동: 중LV2 마비탄장전: 2(매우 느림)반동: 대귀인탄장전: 2(느림)반동: 소관통화염탄장전: 2(느림)반동: 소참렬탄장전: 2(느림)반동: 대용격탄장전: 1(느림)반동: 용격포획용마취탄장전: 2(빠름)반동: 소기관 용탄,10
헤비보우건,비야라스바리아,340,20,2 0 0,없음중,빠름,LV1 통상탄장전: 3(매우 빠름)반동: 소LV1 관통탄장전: 7(매우 빠름)반동: 소LV2 관통탄장전: 6(매우 빠름)반동: 대LV3 관통탄장전: 6(매우 빠름)반동: 대LV1 산탄장전: 2(매우 빠름)반동: 소LV1 수면탄장전: 1(빠름)단발자동장전LV1 멸기탄장전: 1(매우 빠름)단발자동장전LV1 회복탄장전: 2(매우 빠름)반동: 중빙결탄장전: 3(매우 빠름)반동: 소관통빙결탄장전: 5(매우 빠름)반동: 중참렬탄장전: 1(빠름)반동: 대포획용마취탄장전: 2(매우 빠름)반동: 중저격 용탄,10
헤비보우건,백관통[대웅],360,0,3 0 0,없음중,보통,LV1 통상탄장전: 7(매우 빠름)반동: 소LV2 통상탄장전: 6(매우 빠름)반동: 소LV1 관통탄장전: 2(매우 빠름)반동: 소LV2 관통탄장전: 1(빠름)반동: 대LV1 산탄장전: 7(매우 빠름)반동: 소LV2 산탄장전: 7(빠름)반동: 중LV3 산탄장전: 5(빠름)반동: 대LV1 확산탄장전: 3(느림)반동: 특대LV1 독탄장전: 1(빠름)단발자동장전LV1 마비탄장전: 1(느림)단발자동장전LV1 수면탄장전: 1(느림)단발자동장전LV1 멸기탄장전: 1(빠름)단발자동장전LV1 회복탄장전: 2(매우 빠름)반동: 중화염탄장전: 4(빠름)반동: 소용격탄장전: 2(느림)반동: 용격포획용마취탄장전: 2(매우 빠름)반동: 중저격 용탄확산탄: 곡사형방어+15,10
헤비보우건,진-왕아포[천기],350,10,2 0 0,없음중,보통,LV1 통상탄장전: 9(매우 빠름)반동: 소LV2 통상탄장전: 8(매우 빠름)반동: 소LV3 통상탄장전: 8(빠름)반동: 소LV1 관통탄장전: 5(빠름)반동: 소LV2 관통탄장전: 4(빠름)반동: 대LV1 방산탄장전: 5(매우 빠름)반동: 소LV2 방산탄장전: 4(빠름)반동: 중LV1 마비탄장전: 2(느림)반동: 대LV2 마비탄장전: 2(느림)반동: 특대전격탄장전: 5(빠름)반동: 소관통전격탄장전: 3(빠름)반동: 중참렬탄장전: 3(느림)반동: 대용격탄장전: 1(느림)반동: 용격포획용마취탄장전: 2(매우 빠름)반동: 중기관 용탄,10
