라이트보우건,카무라걸경노[1],330,0,4 2 0,없음약소,조금 빠름,LV1 통상탄장전: 6(매우 빠름)반동: 소속사LV2 통상탄장전: 6(매우 빠름)반동: 소속사LV3 통상탄장전: 6(매우 빠름)반동: 소LV1 관통탄장전: 5(매우 빠름)반동: 소LV2 관통탄장전: 5(빠름)반동: 중LV1 산탄장전: 5(매우 빠름)반동: 소LV2 산탄장전: 5(매우 빠름)반동: 소LV1 방산탄장전: 5(매우 빠름)반동: 소LV2 방산탄장전: 5(매우 빠름)반동: 소LV1 철갑유탄장전: 3(빠름)반동: 중LV1 독탄장전: 5(빠름)반동: 대LV2 독탄장전: 3(느림)반동: 특대LV1 마비탄장전: 4(빠름)반동: 대LV1 멸기탄장전: 4(빠름)반동: 중LV2 멸기탄장전: 2(빠름)반동: 대LV1 회복탄장전: 5(매우 빠름)반동: 소귀인탄장전: 2(빠름)반동: 소빙결탄장전: 4(매우 빠름)반동: 소참렬탄장전: 2(빠름)반동: 대포획용마취탄장전: 2(매우 빠름)반동: 소기폭 용탄,10
라이트보우건,장은의 쿠겔[7],330,0,4 0 0,없음중,보통,LV1 통상탄장전: 6(매우 빠름)반동: 소LV2 통상탄장전: 5(매우 빠름)반동: 소LV2 관통탄장전: 5(빠름)반동: 대속사LV3 관통탄장전: 4(빠름)반동: 대LV1 산탄장전: 5(매우 빠름)반동: 소LV2 산탄장전: 3(빠름)반동: 중LV1 방산탄장전: 5(매우 빠름)반동: 소LV2 방산탄장전: 3(빠름)반동: 중귀인탄장전: 2(느림)반동: 중경화탄장전: 2(느림)반동: 중관통멸룡탄장전: 2(매우 느림)반동: 특대포획용마취탄장전: 2(매우 빠름)반동: 중기폭 용탄,10
라이트보우건,무명노[정업][7],290,40,2 0 0,없음중,조금 빠름,LV1 통상탄장전: 5(매우 빠름)반동: 소LV2 통상탄장전: 4(매우 빠름)반동: 소LV1 관통탄장전: 5(매우 빠름)반동: 소속사LV2 관통탄장전: 5(빠름)반동: 대속사LV3 관통탄장전: 4(빠름)반동: 대LV1 마비탄장전: 3(빠름)반동: 대LV2 마비탄장전: 2(느림)반동: 특대LV1 멸기탄장전: 3(빠름)반동: 대LV2 멸기탄장전: 2(빠름)반동: 대참렬탄장전: 3(빠름)반동: 대포획용마취탄장전: 2(매우 빠름)반동: 중기폭 용탄,10
라이트보우건,루체-다-라바타,340,0,2 1 0,좌우/대극소,꽤 느림,LV1 통상탄장전: 6(느림)반동: 소LV2 통상탄장전: 3(느림)반동: 소LV3 통상탄장전: 3(느림)반동: 소LV2 산탄장전: 5(느림)반동: 소LV3 산탄장전: 5(매우 느림)반동: 소LV1 철갑유탄장전: 1(매우 느림)단발자동장전속사LV2 철갑유탄장전: 2(매우 느림)반동: 대LV3 철갑유탄장전: 1(매우 느림)반동: 대LV1 확산탄장전: 2(매우 느림)반동: 대LV2 확산탄장전: 2(매우 느림)반동: 대LV1 멸기탄장전: 3(매우 느림)반동: 소LV2 멸기탄장전: 1(매우 느림)반동: 중귀인탄장전: 2(매우 느림)반동: 소포획용마취탄장전: 2(느림)반동: 소기폭 용탄확산탄: 곡사형,10
라이트보우건,소브레-드-에테르네,310,35,2 1 1,없음약소,조금 빠름,LV1 통상탄장전: 7(매우 빠름)반동: 소LV2 통상탄장전: 5(매우 빠름)반동: 소LV1 관통탄장전: 5(매우 빠름)반동: 소속사LV2 관통탄장전: 6(빠름)반동: 중LV3 관통탄장전: 5(빠름)반동: 중LV1 산탄장전: 5(매우 빠름)반동: 소LV2 산탄장전: 5(매우 빠름)반동: 소LV3 산탄장전: 4(빠름)반동: 중LV1 방산탄장전: 5(매우 빠름)반동: 소LV1 확산탄장전: 1(느림)반동: 대LV1 독탄장전: 4(빠름)반동: 대LV2 마비탄장전: 3(느림)반동: 특대LV1 멸기탄장전: 4(빠름)반동: 중LV2 멸기탄장전: 2(빠름)반동: 대LV1 회복탄장전: 3(매우 빠름)반동: 소LV2 회복탄장전: 1(빠름)단발자동장전귀인탄장전: 2(빠름)반동: 소화염탄장전: 5(매우 빠름)반동: 소관통화염탄장전: 2(빠름)반동: 소속사참렬탄장전: 2(빠름)반동: 대포획용마취탄장전: 2(매우 빠름)반동: 소기폭 용탄확산탄: 곡사형,10
라이트보우건,구제왕-구세지천총,320,0,3 0 0,우/소약소,조금 느림,LV1 통상탄장전: 6(매우 빠름)반동: 소LV2 통상탄장전: 5(빠름)반동: 소속사LV3 통상탄장전: 5(빠름)반동: 소LV1 관통탄장전: 6(빠름)반동: 소LV2 관통탄장전: 5(느림)반동: 중LV3 관통탄장전: 4(느림)반동: 중LV1 산탄장전: 5(빠름)반동: 소LV2 산탄장전: 4(빠름)반동: 소LV3 산탄장전: 4(느림)반동: 중LV1 방산탄장전: 8(빠름)반동: 소LV2 방산탄장전: 8(빠름)반동: 소LV3 방산탄장전: 7(느림)반동: 중LV1 철갑유탄장전: 1(느림)단발자동장전LV1 확산탄장전: 3(매우 느림)반동: 대LV1 독탄장전: 5(느림)반동: 대속사LV2 독탄장전: 3(매우 느림)반동: 특대LV1 마비탄장전: 3(느림)반동: 대속사LV2 마비탄장전: 1(매우 느림)단발자동장전LV1 회복탄장전: 4(빠름)반동: 소경화탄장전: 1(느림)단발자동장전관통빙결탄장전: 3(느림)반동: 소관통전격탄장전: 2(느림)반동: 소관통멸룡탄장전: 1(매우 느림)단발자동장전포획용마취탄장전: 2(빠름)반동: 소기폭 용탄확산탄: 곡사형,10
라이트보우건,비천지총-육선구세,330,0,1 1 1,좌/소중,보통,LV1 통상탄장전: 6(매우 빠름)반동: 소LV2 통상탄장전: 5(매우 빠름)반동: 소LV2 관통탄장전: 3(빠름)반동: 대LV2 산탄장전: 3(빠름)반동: 중LV2 방산탄장전: 3(빠름)반동: 중LV1 철갑유탄장전: 2(빠름)반동: 대LV2 철갑유탄장전: 2(느림)반동: 특대LV2 확산탄장전: 1(매우 느림)반동: 특대LV1 독탄장전: 3(빠름)반동: 대LV1 마비탄장전: 2(느림)반동: 대LV1 수면탄장전: 2(느림)반동: 대LV1 멸기탄장전: 3(빠름)반동: 대LV1 회복탄장전: 4(매우 빠름)반동: 중귀인탄장전: 1(느림)반동: 중경화탄장전: 1(느림)반동: 중화염탄장전: 6(빠름)반동: 소속사포획용마취탄장전: 2(매우 빠름)반동: 중기폭 용탄확산탄: 곡사형,10
라이트보우건,사디푸루시린지+[1],330,0,1 1 1,없음중,빠름,LV1 통상탄장전: 7(매우 빠름)반동: 소LV2 통상탄장전: 6(매우 빠름)반동: 소LV3 통상탄장전: 4(매우 빠름)반동: 소LV1 관통탄장전: 4(매우 빠름)반동: 소LV2 관통탄장전: 3(매우 빠름)반동: 대LV1 산탄장전: 7(매우 빠름)반동: 소LV2 산탄장전: 6(매우 빠름)반동: 중LV3 산탄장전: 6(매우 빠름)반동: 대LV1 방산탄장전: 5(매우 빠름)반동: 소LV1 철갑유탄장전: 2(매우 빠름)반동: 대LV2 철갑유탄장전: 2(빠름)반동: 특대LV1 마비탄장전: 3(빠름)반동: 대LV2 마비탄장전: 2(빠름)반동: 특대LV1 수면탄장전: 3(빠름)반동: 대LV2 수면탄장전: 1(빠름)반동: 특대LV1 회복탄장전: 2(매우 빠름)반동: 중LV2 회복탄장전: 3(매우 빠름)반동: 대귀인탄장전: 1(빠름)단발자동장전경화탄장전: 1(빠름)단발자동장전전격탄장전: 6(매우 빠름)반동: 소속사관통전격탄장전: 4(매우 빠름)반동: 중포획용마취탄장전: 2(매우 빠름)반동: 중기폭 용탄,10
라이트보우건,레인불릿츠-뱀,330,0,2 1 1,없음약소,조금 느림,LV1 통상탄장전: 7(매우 빠름)반동: 소LV2 통상탄장전: 5(빠름)반동: 소LV3 통상탄장전: 5(빠름)반동: 소LV1 관통탄장전: 3(빠름)반동: 소LV2 관통탄장전: 3(느림)반동: 중LV1 산탄장전: 7(빠름)반동: 소속사LV2 산탄장전: 5(빠름)반동: 소LV3 산탄장전: 5(느림)반동: 중LV1 방산탄장전: 5(빠름)반동: 소속사LV2 방산탄장전: 6(빠름)반동: 소LV3 방산탄장전: 5(느림)반동: 중LV1 독탄장전: 6(느림)반동: 대속사LV2 독탄장전: 6(매우 느림)반동: 특대LV1 회복탄장전: 2(빠름)반동: 소LV2 회복탄장전: 1(느림)반동: 대포획용마취탄장전: 2(빠름)반동: 소기폭 용탄,10
라이트보우건,바줄보로카+[3],320,0,1 1 0,좌우/소중,느림,LV1 통상탄장전: 7(빠름)반동: 소LV2 통상탄장전: 5(빠름)반동: 소LV3 통상탄장전: 4(느림)반동: 소LV1 관통탄장전: 5(느림)반동: 소속사LV2 관통탄장전: 5(느림)반동: 대LV1 방산탄장전: 6(빠름)반동: 소LV2 방산탄장전: 4(느림)반동: 중속사LV1 확산탄장전: 2(매우 느림)반동: 특대LV1 마비탄장전: 3(매우 느림)반동: 대LV1 멸기탄장전: 3(느림)반동: 대LV2 멸기탄장전: 2(매우 느림)반동: 대LV1 회복탄장전: 2(빠름)반동: 중경화탄장전: 3(매우 느림)반동: 중포획용마취탄장전: 2(빠름)반동: 중기폭 용탄확산탄: 곡사형방어+15,10
